ley,articulo,texto
1183,Artículo 118,"Las asociaciones que no tengan fin lucrativo y que no hayan sido reconocidas como personas jurídicas por el Poder Ejecutivo, podrán adquirir y ejercer los derechos conferidos por el presente capítulo, si cumplen los siguiente requisitos: a) que los estatutos consten en escritura pública, y reúnan las condiciones previstas en el artículo 104; yb) que sean inscriptas en el Registro respectivo.Cumplidos estos requisitos, dichas asociaciones constituyen entidades independientes de las personas físicas que las integran, para el cumplimiento de sus fines."
1183,Artículo 119,"Toda asociación regularmente inscripta puede estar en juicio en calidad de actora o demandada por intermedio de la persona a quien, por acuerdo de sus asociados, esté conferida la dirección."
1183,Artículo 120,"Toda asociación inscripta tendrá, además, los siguientes derechos:a) percibir las cuotas y contribuciones de sus asociados;b) adquirir a título oneroso o gratuito bienes muebles e inmuebles necesarios para el cumplimiento de sus fines;c) tomar dinero prestado con garantía real o sin ella para efectuar las adquisiciones previstas en el inciso anterior; yd) percibir fondos concedidos a título de subvención por el Estado."
1183,Artículo 121,"Son aplicables a las asociaciones inscriptas las reglas de las asociaciones reconocidas de utilidad pública, en lo que fuere pertinente a su funcionamiento, administración, responsabilidad y extinción. La cancelación de su personalidad y correspondiente inscripción será dispuesta por la misma autoridad que ordenó su inscripción, a instancias de parte legítima o del Ministerio Público."
1183,Artículo 122,"Las asociaciones inscriptas podrán aceptar liberalidades testamentarias, bajo la condición de ser reconocidas como asociaciones de utilidad pública por el Poder Ejecutivo."
1183,Artículo 123,"Las asociaciones no autorizadas ni registradas no podrán accionar contra sus miembros ni contra terceros. En el acto jurídico realizado en nombre de la asociación, será responsable personalmente el que lo ejecute, y si fueren varios, lo serán solidariamente. CAPITULO IVDE LAS FUNDACIONES"
1183,Artículo 124,La fundación se constituye por la voluntad de una o más personas que destinan a perpetuidad determinados bienes para la creación de una entidad con fines de bien común.La manifestación de voluntad debe constar en escritura pública o en testamento.
1183,Artículo 125,"El instituyente podrá dejar sin efecto el acto de fundación otorgado entre vivos antes de su aprobación por el Poder Ejecutivo, al que deberá comunicarse esta revocación. El heredero del fundador no estará autorizado a revocar la fundación, si el instituyente pidió su aprobación."
1183,Artículo 126,"La fundación puede ser impugnada por los herederos, en cuanto afecte su legítima, o por los acreedores del fundador."
1183,Artículo 127,"Aprobada la fundación, debe el instituyente, o sus herederos, transferirle la propiedad y posesión de los bienes que le fueron asignados.Cuando la fundación no es aprobada sino después del fallecimiento del instituyente, ella será reputada, en relación a las disposiciones del fundador, haber existido antes de su muerte."
1183,Artículo 128,"Si la fundación fuere instituida en disposiciones testamentarias, corresponderá al albacea o a los herederos pedir la aprobación de ella, y, en su defecto, al Ministerio Público."
1183,Artículo 129,"El acto de fundación establecerá los órganos de dirección y administración y las normas para su funcionamiento. Si en dicho acto faltaren estas disposiciones, el Poder Ejecutivo las dictará, teniendo en cuenta el fin instituido y las intenciones del fundador."
1183,Artículo 130,El Poder Ejecutivo podrá autorizar en caso de evidente necesidad la enajenación de bienes de la fundación.
1183,Artículo 131,"Si los fines de la fundación se volvieren imposibles, o su cumplimiento afectare el interés público, o su patrimonio resultare insuficiente, el Poder Ejecutivo podrá dar a la fundación otra finalidad, o decretar su extinción.En la transformación de la finalidad, supresión o modificación de cargos o condiciones, debe ser atendida, en lo posible, la intención del fundador.El Poder Ejecutivo podrá también alterar la organización de la fundación, siempre que lo exija la transformación de su finalidad o el mejor cumplimiento de la misma.En caso de extinción se observará, en cuanto al destino de los bienes de la fundación, lo dispuesto para las asociaciones reconocidas de utilidad pública.La decisión del Poder Ejecutivo será recurrible judicialmente. TITULO IIIDE LOS DERECHOS PERSONALES EN LAS RELACIONES DE FAMILIACAPITULO IDEL MATRIMONIO - DISPOSICIONES GENERALES"
1183,Artículo 132,"La capacidad de contraer matrimonio, la forma y validez del acto se regirán por la ley del lugar de su celebración."
1183,Artículo 133,Los derechos y deberes de los cónyuges se rigen por la ley del domicilio matrimonial.
1183,Artículo 134,"El régimen de los bienes situados en la República, de matrimonios contraídos en ella, será juzgado de conformidad con las disposiciones de este Código, aunque se trate de contrayentes que al tiempo de la disolución del matrimonio tuvieren su domicilio en el extranjero."
1183,Artículo 135,"Los que teniendo su domicilio y bienes en la República, hayan celebrado el matrimonio fuera de ella, podrán, a su disolución en el país, demandar el cumplimiento de las convenciones matrimoniales, siempre que no se opongan a las disposiciones de este Código y al orden público.Podrá igualmente exigirse en la República el cumplimiento de las convenciones matrimoniales concertadas en el extranjero por contrayentes domiciliados en el lugar de su celebración, pero que al tiempo de la disolución de su matrimonio tuvieren su domicilio en el país, si aquellas convenciones no establecieren lugar de ejecución, ni contravinieren lo preceptuado por este Código sobre el régimen de los bienes. CAPITULO IIDE LOS ESPONSALES"
1183,Artículo 136,La promesa de matrimonio no obliga a contraerlo.
1183,Artículo 137,"El culpable de la ruptura del compromiso matrimonial deberá a la otra parte de una indemnización por los gastos hechos de buena fe. Si la ruptura perjudicare gravemente al prometido inocente, el juez podrá fijar una indemnización en concepto de daño moral.Esta pretensión es incesible."
1183,Artículo 138,"Los prometidos pueden, en caso de ruptura, demandar la restitución de los regalos que se hayan hecho en consideración a la promesa de matrimonio.Si los regalos no existieren en especie, la restitución se hará como en materia de enriquecimiento ilegítimo.Si la ruptura ha sido causada por la muerte, no habrá lugar a repetición. Toda acción derivada de los esponsales prescribe al año, computado desde el día de la ruptura de la promesa de casamiento. CAPITULO IIIDE LA CAPACIDAD PARA CONTRAER MATRIMONIO Y DE LOS IMPEDIMENTOS"
1183,Artículo 139,.- No pueden contraer matrimonio el hombre antes de los diez y seis años de edad y la mujer antes de cumplir los catorce.
1183,Artículo 140,"No pueden contraer matrimonio entre sí:a) los ascendientes y descendientes en línea recta;b) los hermanos;c) los parientes afines en línea recta;d) el adoptante y sus descendientes con el adoptado y sus descendientes;e) el adoptado con el cónyuge del adoptante, ni éste con el cónyuge de aquél.f) los hijos adoptivos del mismo adoptante entres sí; yg) las personas del mismo sexo."
1183,Artículo 141,No puede contraer matrimonio quien está vinculado por un matrimonio anterior.
1183,Artículo 142,"No pueden contraer matrimonio entre sí las personas de las cuales una ha sido condenada como autor o cómplice de homicidio consumado, frustrado o tentado del cónyuge de la otra. La instrucción del juicio criminal suspende la celebración del matrimonio."
1183,Artículo 143,"No pueden contraer matrimonio el interdicto por enfermedad mental, ni el que por cualquier causa hubiere perdido el uso de su razón que le suma en inconsciencia, aunque sea pasajera."
1183,Artículo 144,"Si la demanda de interdicción ha sido presentada, podrá el Ministerio Público, a instancia de parte autorizada para promoverla, pedir que se suspenda la celebración del matrimonio hasta tanto se dicte sentencia definitiva."
1183,Artículo 145,"La desaparición de una persona con presunción de fallecimiento no autoriza a su cónyuge a contraer nuevo matrimonio. Podrá hacerlo en caso de declaración judicial de muerte, previsto por este Código."
1183,Artículo 146,"La mujer que no habiendo quedado embarazada volviere a casarse antes de transcurrido los trescientos días de disuelto o anulado su matrimonio, perderá los legados o cualquier otra liberalidad o beneficio que el marido le hubiera hecho en su testamento."
1183,Artículo 147,"El tutor que se casare con la pupila antes de aprobadas las cuentas de la tutela perderá la retribución que le habría correspondido, sin perjuicio de su responsabilidad.La misma sanción se aplicará al tutor si el matrimonio con la pupila lo contrajere un descendiente suyo que está bajo su potestad.Esta disposición rige igualmente para la tutora."
1183,Artículo 148,"Los menores, aunque hayan cumplido la edad exigida por este Código, no pueden casarse sin la autorización de sus padres o la del tutor, y en defecto de éstas, sin la del juez."
1183,Artículo 149,"Si los menores de edad se casaren sin la autorización necesaria, quedarán sometidos al régimen legal de separación de bienes hasta que cumplan la mayor edad. El juez, empero, fijará la cuota alimentaria de que el menor emancipado podrá disponer para subvenir a sus necesidades en el hogar, la cual será tomada de sus rentas líquidas, y en caso necesario, del capital.La misma regla se aplicará cuando alguno de los contrayentes no hubiera cumplido la edad requerida, o se casare el tutor o sus descendientes con la persona que esté bajo tutela, mientras no sean aprobadas las cuentas de ésta.Cumplida la mayoría de edad, o aprobadas las cuentas, los cónyuges podrán optar por el régimen de la comunidad de gananciales. CAPITULO IVDE LAS DILIGENCIAS PREVIAS Y DE LA CELEBRACION Y PRUEBA DEL MATRIMONIO"
1183,Artículo 150,Las diligencias previas y la celebración del matrimonio se regirán por las disposiciones de la ley y del Registro del Estado Civil.
1183,Artículo 151,"Podrán oponerse a la celebración del matrimonio el cónyuge de la persona que desee contraerlo, los parientes de los prometidos dentro del cuarto grado de consanguinidad o segundo de afinidad, y el tutor o curador, en su caso.El Ministerio Público deberá deducir oposición, siempre que tenga conocimiento de la existencia de algún impedimento."
1183,Artículo 152,"El matrimonio se probará por los testimonios de las partidas o los certificados auténticos expedidos por el Registro del Estado Civil, y tratándose de matrimonios celebrados antes de su establecimiento, por las certificaciones de los registros parroquiales.En caso de pérdida o destrucción de los registros o asientos, o no hallándose ello en debida forma, podrá justificarse por otros medios de prueba. CAPITULO VDE LOS DERECHOS Y OBLIGACIONES DE LOS ESPOSOS"
1183,Artículo 153,"Dentro del matrimonio, la mujer y el hombre tienen los mismos derechos y la misma capacidad, con la limitación que deriva de la unidad de la familia y la diversidad de sus respectivas funciones en la sociedad."
1183,Artículo 154,"El matrimonio crea entre los esposos una comunidad que les obliga a la vida conyugal, a dignificar el hogar y a su mutua protección, fidelidad y asistencia, así como a proveer al sustento, guarda y educación de los hijos."
1183,Artículo 155,"El domicilio conyugal será establecido o cambiado de común acuerdo entre el marido y la mujer.El juez podrá, por justa causa autorizar a cualquiera de los cónyuges a abandonarlo temporalmente."
1183,Artículo 156,"Los esposos no pueden contratar entre sí, salvo los casos expresamente previstos en este Código o en leyes especiales."
1183,Artículo 157,"La mujer mayor de edad y separada de bienes podrá, sin venia del juez, otorgar mandato a su marido, dar fianza para obtener la libertad de éste, convenir con él un contrato de mutuo, confiarle depósito, celebrar contrato de sociedad anónima o de responsabilidad limitada; pero no podrá sin venia judicial ser su fiadora o coobligada en asunto del exclusivo interés del esposo."
1183,Artículo 158,"Será necesaria la conformidad de ambos cónyuges para que la mujer pueda realizar válidamente los actos siguientes:a) ejercer profesión, industria o comercio por cuenta propia, o efectuar trabajos fuera de la casa;b) dar sus servicios en locación;c) constituir sociedades colectivas, de capital e industria, o en comandita, simple o por acciones;d) aceptar donaciones; e) renunciar a las herencias o legados; f) disponer a título gratuito por actos entre vivos, de los bienes que ella administre.En todos los supuestos en que se exija el acuerdo del marido, si éste lo negare, o no pudiere prestarlo, podrá la mujer requerir al juez la debida autorización, quien la concederá cuando la petición respondiere a las necesidades o intereses del hogar."
1183,Artículo 159,"Se presumirá que existe conformidad de ambos cónyuges, únicamente en los casos siguientes:a) cuando la esposa ejerciere profesión, industria o comercio por cuenta propia, o efectuare trabajos fuera de la casa común, personalmente y a su nombre; yb) si continuare ejerciendo las actividades en que se ocupaba al contraer matrimonio.Cuando en los casos previstos en estos artículos, el marido quisiere modificar o negar el acuerdo y la mujer no estuviere conforme, aquél deberá requerir la intervención del juez, quien resolverá teniendo en cuenta si el retiro responde a razones atendibles. La sola oposición del marido no bastará para que la esposa cese en el desempeño de sus actividades."
1183,Artículo 160,"Las cuestiones entre cónyuges, previstas en los artículos anteriores, serán resueltas sumariamente por el juez, previa audiencia de los interesados. Cuando hubiere perjuicio en la demora, podrá disponerse que antes de la decisión, queden suspendidos los actos motivo de la incidencia."
1183,Artículo 161,"Para que el acuerdo, su revocación y restablecimiento produzcan efectos en cuanto a terceros de buena fe, será menester que se inscriban en el Registro correspondiente."
1183,Artículo 162,"La obligación de mantener a la esposa cesa para el marido por el abandono que ella hiciere sin justa causa del domicilio conyugal, si rehusare volver a él. CAPITULO VIDE LA DISOLUCION DEL MATRIMONIO"
1183,Artículo 163,El matrimonio válido celebrado en la República no se disuelve sino por la muerte de uno de los esposos
1183,Artículo 164,"El matrimonio celebrado en el extranjero no se disolverá en el Paraguay, si los cónyuges tiene su domicilio en él, sino conforme a lo dispuesto por este Código."
1183,Artículo 165,"La disolución en el extranjero, de un matrimonio celebrado en la República, no habilitará a ninguno de los cónyuges para volver a casarse en ésta, sino de acuerdo con las normas de este Código."
1183,Artículo 166,"La ley del domicilio conyugal rige la separación de los esposos, la disolución del matrimonio y los efectos de la nulidad del mismo. CAPITULO VIIDE LA SEPARACIÓN DE CUERPOS"
1183,Artículo 167,"Los esposos pueden, cualquiera sea el país donde celebraron su matrimonio, separarse judicialmente de cuerpos por mutuo consentimiento y sin expresión de causa, después de transcurridos dos años de vida marital.De este derecho gozarán igualmente los menores emancipados por el matrimonio, pero sólo después de dos años de cumplida la mayoría de edad de ambos esposos."
1183,Artículo 168,"El juez escuchará separadamente a los dos cónyuges, dentro del plazo de treinta a sesenta días, para que confirmen o no su voluntad de separarse."
1183,Artículo 169,"El juez homologará el acuerdo si se ratificaren ambos cónyuges, dentro del plazo que les fuere señalado. Si cualquiera de ellos se retractare, o guardare silencio, se rechazará el pedido de separación."
1183,Artículo 170,"La separación de cuerpos podrá ser demandada por cualquiera de los cónyuges por las siguientes causas:a) el adulterio;b) la tentativa de uno de los cónyuges contra la vida del otro, y el homicidio frustrado, sea como autor o como cómplice;c) la conducta deshonrosa o inmoral de uno de los cónyuges, o su incitación al otro al adulterio, la prostitución, u otros vicios y delitos;d) la sevicia, los malos tratamientos y las injurias graves;e) el abandono voluntario y malicioso. Incurre también en abandono el cónyuge que faltare a los deberes de asistencia para con el otro o con sus hijos, o que, condenado a prestar alimentos, se hallare en mora por más de dos meses consecutivos sin justa causa; y f) el estado habitual de embriaguez o el uso reiterado de drogas estupefacientes, cuando hicieren insoportable la vida conyugal."
1183,Artículo 171,"Promovida la demanda de separación, o antes de ella en caso de urgencia, el juez podrá, a instancia de parte, decretar la separación personal de los esposos, autorizar a la mujer a residir fuera del domicilio conyugal, o disponer que el marido lo abandone. Podrá también determinar, en caso de necesidad, los alimentos que deben prestarse a la mujer, así como las expensas para el juicio.Habiendo hijos menores, las partes recurrirán al Juez tutelar para solicitar las medidas que correspondan."
1183,Artículo 172,"Toda clase de prueba será admitida en este juicio, con excepción de la confesión y el testimonio de los ascendientes y descendientes de los cónyuges."
1183,Artículo 173,"La acción de separación quedará extinguida por la muerte de una de las partes; pero si ella estuviere iniciada y fuere pre-judicial de otra relativa al patrimonio, podrá continuar a este sólo efecto por los herederos del fallecidos, o contra ellos. También podrá proseguirla el cónyuge demandado o sus herederos, cuando la imputación en que se funde importe daño para el honor de aquél."
1183,Artículo 174,"En los casos previstos del artículo 170 la sentencia se pronunciará sobre la culpabilidad de uno o ambos cónyuges.El esposo inocente conservará los derechos inherentes a su calidad de tal que no sean incompatibles con el estado de separación.El culpable incurrirá en la pérdida de las utilidades o beneficios que le correspondieren según la convención matrimonial. Sólo tendrá derecho a pedir alimentos al otro, si careciere de recursos para su manutención."
1183,Artículo 175,"Existiendo hijos menores, se remitirá copia de las actuaciones al Juez Tutelar, una vez dictada la sentencia que haga lugar a la separación."
1183,Artículo 176,"Los cónyuges podrán de común acuerdo, hacer cesar los efectos de la sentencia de separación con una expresa declaración al juez, o con el hecho de la cohabitación.En ningún caso la reconciliación perjudicará los derechos adquiridos por terceros durante la separación o antes de ella. CAPITULO VIIIDE LA NULIDAD DEL MATRIMONIO"
1183,Artículo 177,La nulidad del matrimonio sólo puede ser declarada por las causas establecidas en el presente capítulo.
1183,Artículo 178,"Corresponde al juez del domicilio conyugal conocer de la nulidad y sus efectos, si los esposos tienen domicilio en la República. Si el cónyuge demandado no lo tuviere en el país y el matrimonio se hubiere celebrado en él, la acción de nulidad podrá intentarse ante el juez del último domicilio matrimonial en la República."
1183,Artículo 179,"El matrimonio es nulo:a) cuando se realiza con alguno de los impedimentos establecidos en los artículos 140, 141 y 142; yb) cuando se ha contraído entre personas del mismo sexo."
1183,Artículo 180,Esta nulidad deberá declararse a petición del Ministerio Público o de las personas que tengan interés en ella.
1183,Artículo 181,"El matrimonio es anulable:a) si fuese celebrado por cualquiera de los esposos con el impedimento del artículo 143.Si al tiempo de la celebración del matrimonio, existía ya sentencia de interdicción pasada en autoridad de cosa juzgada, o bien si la interdicción se hubiere pronunciado posteriormente, pero existiendo la enfermedad mental en el momento del matrimonio, la impugnación podrá ser promovida por el curador del interdicto, o por los que hubieren podido oponerse al matrimonio.La acción no podrá ser promovida si después de revocada la interdicción, los esposos han hecho vida marital; b) cuando alguno de los contrayentes no tiene la edad mínima exigida por la Ley. La anulación podrá demandarse por la persona que podría oponerse a la celebración.El derecho a la impugnación se extinguirá desde que el menor haya cumplido la mayoría de edad, y tratándose de la mujer siempre que ésta haya concebido. Si la impugnación se hubiere intentado antes, el juicio se sobreseerá; c) si el consentimiento de uno de los contrayentes estuviese viciado por dolo, violencia o error sobre la identidad de la persona del otro cónyuge; d) por causa de impotencia permanente, absoluta o relativa, existente al tiempo de celebrarse el matrimonio;La acción puede ser promovida por cualquiera de los cónyuges; y e) cuando el matrimonio no ha sido realizado con las formas y solemnidades prescriptas. La inobservancia de éstas no podrá alegarse contra la validez del matrimonio, si existiesen el acta de su celebración y la posesión de estado."
1183,Artículo 182,"La acción de nulidad por vicio del consentimiento sólo podrá intentarse dentro de los sesenta días desde que se conoció el error o cesó la violencia, y, en el supuesto de rapto, desde que la víctima recuperó su libertad."
1183,Artículo 183,"En los casos de matrimonio anulables, sólo podrá procederse a instancia de parte.Dichos matrimonios pueden ser confirmadosLa anulación del matrimonio por error sólo podrá intentarla el cónyuge engañado."
1183,Artículo 184,"La sentencia que declare la nulidad de un matrimonio tendrá los siguiente efectos:a) si ambos cónyuges lo contrajeron de buena fe, producirá los efectos de un matrimonio válido hasta la fecha de la sentencia. En adelante, cesarán los derechos y obligaciones que produce el matrimonio, con excepción del deber recíproco de prestarse alimentos en caso necesario. Cesará igualmente la sociedad conyugal; b) cuando medió buena fe de parte de uno de los esposos, se producirán a su respecto los efectos de una unión válida hasta el día de la sentencia. El cónyuge de mala fe no tendrá derecho a alimentos, ni a ventaja alguna otorgada por el contrato matrimonial, ni los derechos inherentes a la patria potestad respecto de los hijos, pero sí las obligaciones; y c) si ambos cónyuges actuaron de mala fe, el matrimonio no producirá efecto alguno, salvo lo dispuesto por el artículo siguiente. En cuanto a los bienes, se aplicarán las normas que rigen las uniones de hecho, en su caso, o las sociedades de hecho."
1183,Artículo 185,"La anulación de un matrimonio aunque ambos cónyuges sean de mala fe, no obsta a la calidad de hijo matrimonial del que haya sido concebido antes de la sentencia que la declare."
1183,Artículo 186,"Consiste la mala fe de los cónyuges en el conocimiento que tenían, o debieron tener antes de la celebración del matrimonio, acerca de la causal que determinó su nulidad.El esposo que no tuviere la edad necesaria para casarse y el que padeció la violencia al expresar su voluntad serán siempre considerados de buena fe.El contrayente de mala fe deberá indemnizar al de buena fe de todo daño resultante de la nulidad del matrimonio."
1183,Artículo 187,La nulidad del matrimonio no perjudica los derechos de terceros que de buena fe hubiesen contratado con los cónyuges o con algunos de ellos.
1183,Artículo 188,"La acción de nulidad de un matrimonio no puede intentarse sino en vida de los esposos. Uno de los cónyuges puede, sin embargo, deducir en todo tiempo la que le compete contra un segundo matrimonio contraído por su cónyuge. Si se opusiere la nulidad del primero, se juzgará previamente esta oposición. La prohibición no rige si para determinar el derecho del accionante es necesario examinar la validez de la unión, cuando la nulidad se funda en los impedimentos de ligamen, incesto o crimen, y la acción es intentada por ascendientes o descendientes. CAPITULO IX DEL REGIMEN PATRIMONIAL DEL MATRIMONIOSECCION IDE LA COMUNIDAD DE BIENES"
1183,Artículo 189,"Los esposos quedarán sujetos al régimen de la comunidad de bienes, que se regulará por las disposiciones de este Capítulo, siempre que no acuerden un régimen patrimonial distinto."
1183,Artículo 190,Corresponde a la comunidad el uso y goce de los bienes propios y de los gananciales.
1183,Artículo 191,"Son bienes gananciales:a) los adquiridos a título oneroso por cualquiera de los esposos durante el matrimonio, cuando no se probare que son propios.Tratándose de muebles se aplicarán las reglas del usufructo; b) los adquiridos por donación, herencia o legados, en favor de ambos cónyuges; c) los frutos naturales y civiles de los bienes comunes o de los propios de los cónyuges, percibidos durante el matrimonio, o pendientes al tiempo de la disolución de la comunidad de bienes.Los productos de otra clase se regirán por las disposiciones sobre el usufructo; d) los frutos civiles de la profesión, trabajo o industria de cualquiera de los esposos; e) los que recibiesen los cónyuges por el usufructo de los bienes de los hijos de otro matrimonio; f) los adquiridos por hechos fortuitos.Quedan exceptuados los provenientes de sorteo o redención, con prima o sin ella, de valores que pertenecieren a uno de los esposos, g) el valor que en el momento de la enajenación, o al disolverse la comunidad de bienes, tuvieren las mejoras hechas en bienes propios de los esposos cuando éstas hubiesen aumentado su precio. El importe no podrá exceder de lo que realmente se gastó, para lo cual se tendrán en cuenta las alteraciones que el signo monetario hubiese experimentado entre el momento en que se hicieron las mejoras, y el de su enajenación, o de la liquidación de la comunidad; h) los bienes que durante el matrimonio debieron adquirirse por uno de los cónyuges, pero que fueron adquiridos después de disuelta la comunidad, por no haberse tenido noticia de ellos, o por haberse impedido injustamente su adquisición; e i) lo invertido en cargas de los bienes propios, o en cualquier otro concepto, siempre que uno solo de los esposos hubiere obtenido provecho."
1183,Artículo 192,"Se presume que son gananciales todos los bienes existentes al terminar la comunidad, salvo prueba en contrario. No valdrá contra los acreedores de la comunidad o de cualquiera de los cónyuges, la sola confesión de éstos. SECCION IIDE LOS BIENES PROPIOS"
1183,Artículo 193,"Son bienes propios de cada uno de los cónyuges:a) los que cada uno tuviere en propiedad al casarse; b) los que en adelante adquiriere por donación, herencia o legado; c) los que obtuviere por permuta de bienes propios suyos, o que comprare con su dinero; d) los aumentos materiales que acrecieren a un bien propio cuando formaren un solo cuerpo por accesión, o por cualquier otra causa; e) las indemnizaciones por daños sufridos en un bien propio; f) las jubilaciones, pensiones y rentas vitalicias a favor de uno de los esposos anteriores al matrimonio; g) el resarcimiento por riesgos profesionales, o por hechos ilícitos y la indemnización proveniente de seguros sobre la persona o los bienes propios del cónyuge; h) los recuerdos personales y de familia, las prendas de vestir, adornos, instrumentos de trabajo y los libros necesarios para el ejercicio de una profesión; i) las cartas recibidas por uno de los esposos, cuando correspondieren al destinatario y los manuscritos del mismo; j) los bienes adquiridos durante la vigencia de la comunidad, aunque fueren a título oneroso, cuando la causa por la cual se hubieren obtenido haya sido anterior al matrimonio; k) los que antes del matrimonio pertenecían a cualquiera de los cónyuges, por un título cuyo vicio se purgó durante la comunidad, sea cual fuere el medio; l) los bienes que volvieren a uno de los cónyuges por nulidad, resolución o revocación del acto traslativo anterior a la comunidad; y ll) la mitad del valor de un bien ganancial enajenado por ejecución de deudas propias del otro esposo. SECCION IIIDE LAS CARGAS DE LA COMUNIDAD"
1183,Artículo 194,"Son cargas de la comunidad:a) los alimentos de los esposos y de sus hijos, de sus ascendientes y de los hijos que cualquiera de ellos hubiese tenido al casarse; b) la conservación y reparación de los bienes propios y de los comunes de los esposos; c) las obligaciones contraídas por el marido, y las que contrajese la mujer en los casos en que puede legalmente obligar a la comunidad; y d) los bienes perdidos por hechos fortuitos; SECCION IVDE LA ADMINISTRACION DE LOS BIENES"
1183,Artículo 195,"El marido es el administrador de los bienes de la comunidad, salvo las excepciones previstas en este Capítulo."
1183,Artículo 196,"El marido, en ejercicio de la administración, deberá obrar diligentemente, según la naturaleza de los bienes y las reglas de este Capítulo"
1183,Artículo 197,"El marido no podrá, sin la conformidad expresa de la esposa;a) enajenar los bienes propios de ella o de la comunidad que deban ser inscriptos en Registros Públicos, o constituir derechos reales sobre los mismos; b) prestar fianza comprometiendo bienes propios de la esposa o de la comunidad; y c) hacer donaciones, salvo que sean de escaso valor o remuneratorias de servicios a cargo de la comunidad.Si la esposa negare su conformidad, o no pudiere manifestarla, el esposo podrá ser autorizado judicialmente, si así lo requiere el interés de la familia."
1183,Artículo 198,"La administración de la comunidad pasará a la mujer, con las misma facultades y responsabilidades, cuando fuere nombrada curadora del marido, o éste fuese declarado ausente o imposibilitado para ejercerla.El marido recobrará la administración cuando cesaren las causas que la hicieron otorgar a la mujer."
1183,Artículo 199,"Si por incapacidad o excusa justificada de la mujer, se encargare a otra persona la curatela del marido, el curador tendrá la administración de todos los bienes de la sociedad conyugal, con los mismos derechos y obligaciones."
1183,Artículo 200,"La administración de los bienes de la comunidad confiada al marido, no se extiende a los bienes reservados de la esposa. SECCION VDE LOS BIENES RESERVADOS DE LA ESPOSA"
1183,Artículo 201,"Son bienes reservados de la esposa:a) las cosas destinadas exclusivamente a su uso personal y especialmente sus vestidos, alhajas, joyas e instrumentos de trabajo; b) los que adquiera después de su matrimonio, por herencia, legado o donación, siempre que el testador o donante lo hubiere dispuesto así; c) los adquiridos en ejercicio de un derecho inherente a sus bienes reservados o por vía de indemnización de daños y perjuicios sufridos en ellos, o en virtud de un acto jurídico que a dichos bienes se refiera; y d) los que obtenga del usufructo legal de los bienes de sus hijos menores habidos de un matrimonio anterior."
1183,Artículo 202,"Los bienes reservados responderán por las obligaciones que la mujer hubiere contraído antes o después del matrimonio, pero no por las de su esposo, sea que las hubiere contraído en interés de un negocio personal o en interés de la comunidad que administrare.Si el capital de la comunidad no fuere suficiente para subvenir las necesidades ordinarias del hogar, la mujer poseedora de bienes reservados deberá contribuir a su satisfacción, al par de su marido, y en proporción de dichos bienes. SECCION VIDE LAS CONVENCIONES MATRIMONIALES"
1183,Artículo 203,"Los futuros esposos podrán realizar convenciones matrimoniales que tengan únicamente los fines siguientes:a) optar por el régimen de separación de bienes; b) determinar los bienes que cada uno de los futuros esposos aporte, con expresión de su valor y gravámenes; c) establecer una relación circunstanciada de las deudas de los futuros contrayentes; d) consignar las donaciones del hombre a la mujer; e) determinar los bienes propios de la mujer cuya administración ella se reserva.Los menores autorizados para casarse podrán también celebrar las convenciones a que se refieren los incisos a), b) y c), con la conformidad de sus representantes legales."
1183,Artículo 204,"Después de celebrado el matrimonio los esposos podrán convenir únicamente sobre los siguiente:a) optar por el régimen de separación de bienes, o adoptar el de comunidad, en su caso; b) reservar bienes propios de la esposa a su administración o someter bienes reservados a la administración del marido; c) otorgarse recíprocamente mandato; d) permutar bienes de igual valor; y e) constituir sociedades con limitación de responsabilidad;"
1183,Artículo 205,"Para los casos previstos en los incisos d) y e) del precedente artículo se requerirá autorización judicial previa, la que será otorgada siempre que el contrato contemple el interés de la familia y el de ambos cónyuges por igual."
1183,Artículo 206,"Las donaciones que por las convenciones matrimoniales, o por acto separado, hiciese el futuro esposo a su prometida, o las que los terceros hiciesen a cualquiera de ellos o ambos, con motivo de su casamiento, quedarán sin efecto si el matrimonio no se celebra, o si celebrado fuese anulado, salvo los derechos reconocidos por este Código al cónyuge de buena fe."
1183,Artículo 207,Las convenciones matrimoniales y sus modificaciones deberán hacerse por escrito y sólo surtirán efecto contra terceros desde su inscripción en el Registro correspondiente. SECCION VIIDE LA DISOLUCION Y LIQUIDACION DE LA COMUNIDAD CONYUGAL
1183,Artículo 208,"La comunidad conyugal se disuelve:a) por muerte de uno de los esposos; b) por desaparición de un los cónyuges con presunción de fallecimiento, cuando se hubiere decretado la posesión definitiva de los bienes; c) por nulidad del matrimonio decretada judicialmente; y d) por separación judicial de bienes, decretada a pedido de uno de los esposos o de ambos."
1183,Artículo 209,"En todo momento, cualquiera de los cónyuges o ambos de conformidad, podrán pedir, sin expresión de causa, la disolución y liquidación de la comunidad.El juez deberá decretarla sin más trámite y la comunidad quedará extinguida."
1183,Artículo 210,"Desde que el juez decrete la disolución de la comunidad no podrá innovarse el estado de los bienes de ella, y se reputarán simulados y fraudulentos, tanto los contratos de locación que celebrare uno de los cónyuges, sin la conformidad del otro o la judicial, como los recibos anticipados de rentas o alquileres no admitidos por el uso."
1183,Artículo 211,"Presentado el pedido de disolución, inmediatamente se procederá a la facción de inventario y tasación de los bienes y el juzgado podrá, a instancia de parte, decretar medidas cautelares y designar administrador provisional a cualquiera de los cónyuges, o a un tercero."
